rikisfang,ar,n
Nígería,2019,69
Rwanda,2019,1
Seychelles-eyjar,2019,0
Súdan,2019,3
Síerra Leóne,2019,8
Senegal,2019,9
Sómalía,2019,16
Suður-Súdan,2019,2
Chad,2019,2
Tógó,2019,2
Túnis,2019,18
Tansanía,2019,5
Úganda,2019,23
Suður-Afríka,2019,20
Zambia,2019,3
Saír,2019,0
Zimbabwe,2019,2
Afganistan,2019,51
Armenía,2019,3
Azerbaijan,2019,4
Bangladesh,2019,10
Kína,2019,251
Georgía,2019,25
Indónesía,2019,33
Ísrael,2019,8
Indland,2019,100
Írak,2019,97
Íran,2019,84
Jórdanía,2019,4
Japan,2019,59
Kyrgyzstan,2019,1
Kambódía,2019,0
"Kórea, Norður-",2019,0
"Kórea, Suður-",2019,15
Kasakstan,2019,7
Laos,2019,0
Líbanon,2019,6
Srí Lanka,2019,38
Myanmar,2019,4
Mongólía,2019,10
Maldívur,2019,0
Malasía,2019,23
Nepal,2019,30
Óman,2019,0
Filippseyjar,2019,708
Pakistan,2019,48
Palestína,2019,20
Sádi-Arabía,2019,0
Singapore,2019,7
Sýrland,2019,99
Thailand,2019,442
Tadsíkistan,2019,1
Tímor-Leste,2019,0
Túrkmenistan,2019,0
Tyrkland,2019,29
Taiwan,2019,0
Úsbekistan,2019,3
Víetnam,2019,261
Jemen,2019,2
Ástralía,2019,46
Fiji,2019,1
Naúrú,2019,0
Nýja-Sjáland,2019,22
Papúa Nýja-Gínea,2019,1
Salómonseyjar,2019,0
Tonga,2019,0
Vanúatú,2019,0
"Útlönd, ótilgreint land",2019,0
Ríkisfangslaus,2019,34
Ísland,2020,156810
Danmörk,2020,587
Finnland,2020,106
Noregur,2020,181
Svíþjóð,2020,284
Austurríki,2020,87
Belgía,2020,69
Búlgaría,2020,343
Kýpur,2020,5
Tékkland,2020,643
Þýskaland,2020,884
Eistland,2020,89
Spánn,2020,809
Frakkland,2020,489
Bretland,2020,836
Grikkland,2020,202
Ungverjaland,2020,400
Írland,2020,95
Ítalía,2020,409
Litháen (Lietuva),2020,3260
Lúxemborg,2020,8
Lettland,2020,1339
Malta,2020,10
Holland (Niðurland),2020,204
Pólland,2020,14760
Portúgal,2020,958
Rúmenía,2020,1442
Slóvenía,2020,71
Slóvakía,2020,382
Andorra,2020,1
Albanía,2020,119
Bosnia og Herzegovina,2020,68
Hvíta-Rússland,2020,25
Sviss,2020,70
Serbía og Svartfjallaland,2020,0
Króatía,2020,628
Liechtenstein,2020,1
Moldóva,2020,13
Montenegró (Svartfjallaland),2020,10
Norður Makedónía,2020,30
Serbía,2020,119
Rússland,2020,173
San Marínó,2020,1
Fyrrum Sovétríki,2020,0
Úkraína,2020,166
Kósovó,2020,46
Evrópa ótilgreint,2020,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2020,7
Júgóslavía (Serbía og Svartfjallaland),2020,0
Kanada,2020,127
Bandaríkin,2020,643
Antigua og Barbuda,2020,0
Argentína,2020,20
Barbados,2020,1
Bólivía,2020,3
Brasilía,2020,82
Bahamaeyjar,2020,0
Belize,2020,1
Chile,2020,26
Colombia,2020,58
Costa Rica,2020,7
Kúba,2020,16
Dóminíka,2020,0
Dóminíska lýðveldið,2020,15
Ekvador,2020,9
Grenada,2020,0
Guatemala,2020,5
Guyana,2020,4
Hondúras,2020,24
Haítí,2020,2
Jamaíka,2020,3
Sankti Kitts og Nevis,2020,0
Mexíkó,2020,69
Nicaragua,2020,1
Panama,2020,3
Perú,2020,22
Puerto Rico,2020,0
Paraguay,2020,3
Súrinam,2020,0
El Salvador,2020,15
Trínidad og Tóbagó,2020,4
Uruguay,2020,3
Sankti Vinsent og Grenadínur,2020,0
Venesúela,2020,128
Angóla,2020,2
Búrkína Fasó,2020,1
Benín,2020,0
Botswana,2020,1
"Kongó, Lýðstjórnarlýðveldið",2020,1
"Kongó, Lýðveldið",2020,4
Côte d'Ivoire (Fílabeinsströndin),2020,3
Kamerún,2020,7
Cabo Verde (Grænhöfðaeyjar),2020,10
Djibútí,2020,1
Alsír,2020,28
Egyptaland,2020,16
Vestur-Sahara,2020,1
Eritrea,2020,3
Eþíópía,2020,29
Gabon,2020,0
Ghana,2020,77
Gambía,2020,10
Gínea,2020,11
Miðbaugs-Gínea,2020,1
Gínea-Bissaú,2020,0
Kenya,2020,37
Sankti Lúsía,2020,2
Líbería,2020,4
Lesótó,2020,0
Líbía,2020,4
Marokkó,2020,77
Madagaskar,2020,0
Malí,2020,2
Máritanía,2020,0
Máritíus,2020,3
Malaví,2020,3
Mósambík,2020,3
Namibía,2020,9
Níger,2020,0
Nígería,2020,82
Rwanda,2020,2
Seychelles-eyjar,2020,0
Súdan,2020,6
Síerra Leóne,2020,8
Senegal,2020,11
Sómalía,2020,29
Suður-Súdan,2020,2
Chad,2020,2
Tógó,2020,2
Túnis,2020,20
Tansanía,2020,9
Úganda,2020,44
Suður-Afríka,2020,19
Zambia,2020,4
Saír,2020,0
Zimbabwe,2020,3
Afganistan,2020,77
Armenía,2020,2
Azerbaijan,2020,5
Bangladesh,2020,22
Kína,2020,266
Georgía,2020,31
Indónesía,2020,43
Ísrael,2020,5
Indland,2020,106
Írak,2020,135
Íran,2020,119
Jórdanía,2020,6
Japan,2020,68
Kyrgyzstan,2020,1
Kambódía,2020,0
"Kórea, Norður-",2020,0
"Kórea, Suður-",2020,15
Kasakstan,2020,8
Laos,2020,0
Líbanon,2020,5
Srí Lanka,2020,37
Myanmar,2020,2
Mongólía,2020,9
Maldívur,2020,1
Malasía,2020,20
Nepal,2020,31
Óman,2020,0
Filippseyjar,2020,767
Pakistan,2020,53
Palestína,2020,35
Sádi-Arabía,2020,0
Singapore,2020,10
Sýrland,2020,139
Thailand,2020,450
Tadsíkistan,2020,2
Tímor-Leste,2020,0
Túrkmenistan,2020,0
Tyrkland,2020,35
Taiwan,2020,0
Úsbekistan,2020,1
Víetnam,2020,284
Jemen,2020,4
Ástralía,2020,49
Fiji,2020,1
Naúrú,2020,0
Nýja-Sjáland,2020,17
Papúa Nýja-Gínea,2020,0
Salómonseyjar,2020,0
Tonga,2020,0
Vanúatú,2020,0
"Útlönd, ótilgreint land",2020,0
Ríkisfangslaus,2020,38
Ísland,2021,157520
Danmörk,2021,567
Finnland,2021,105
Noregur,2021,173
Svíþjóð,2021,274
Austurríki,2021,82
Belgía,2021,67
Búlgaría,2021,355
Kýpur,2021,8
Tékkland,2021,550
Þýskaland,2021,914
Eistland,2021,108
Spánn,2021,823
Frakkland,2021,499
Bretland,2021,854
Grikkland,2021,209
Ungverjaland,2021,420
Írland,2021,110
Ítalía,2021,427
Litháen (Lietuva),2021,3190
Lúxemborg,2021,6
Lettland,2021,1416
Malta,2021,11
Holland (Niðurland),2021,205
Pólland,2021,14487
Portúgal,2021,929
Rúmenía,2021,1514
Slóvenía,2021,67
Slóvakía,2021,322
Andorra,2021,0
Albanía,2021,141
Bosnia og Herzegovina,2021,72
Hvíta-Rússland,2021,25
Sviss,2021,68
Serbía og Svartfjallaland,2021,0
Króatía,2021,634
Liechtenstein,2021,1
Moldóva,2021,14
Montenegró (Svartfjallaland),2021,11
Norður Makedónía,2021,38
Serbía,2021,127
Rússland,2021,182
San Marínó,2021,1
Fyrrum Sovétríki,2021,0
Úkraína,2021,173
Kósovó,2021,50
Evrópa ótilgreint,2021,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2021,7
Júgóslavía (Serbía og Svartfjallaland),2021,0
Kanada,2021,124
Bandaríkin,2021,661
Antigua og Barbuda,2021,0
Argentína,2021,24
Barbados,2021,1
Bólivía,2021,3
Brasilía,2021,96
Bahamaeyjar,2021,1
Belize,2021,1
Chile,2021,31
Colombia,2021,72
Costa Rica,2021,7
Kúba,2021,15
Dóminíka,2021,0
Dóminíska lýðveldið,2021,13
Ekvador,2021,10
Grenada,2021,0
Guatemala,2021,9
Guyana,2021,4
Hondúras,2021,29
Haítí,2021,2
Jamaíka,2021,5
Sankti Kitts og Nevis,2021,0
Mexíkó,2021,73
Nicaragua,2021,3
Panama,2021,2
Perú,2021,24
Puerto Rico,2021,0
Paraguay,2021,1
Súrinam,2021,0
El Salvador,2021,17
Trínidad og Tóbagó,2021,4
Uruguay,2021,3
Sankti Vinsent og Grenadínur,2021,0
Venesúela,2021,250
Angóla,2021,2
Búrkína Fasó,2021,2
Benín,2021,0
Botswana,2021,1
"Kongó, Lýðstjórnarlýðveldið",2021,3
"Kongó, Lýðveldið",2021,4
Côte d'Ivoire (Fílabeinsströndin),2021,4
Kamerún,2021,9
Cabo Verde (Grænhöfðaeyjar),2021,9
Djibútí,2021,1
Alsír,2021,31
Egyptaland,2021,22
Vestur-Sahara,2021,1
Eritrea,2021,3
Eþíópía,2021,31
Gabon,2021,0
Ghana,2021,83
Gambía,2021,8
Gínea,2021,12
Miðbaugs-Gínea,2021,1
Gínea-Bissaú,2021,0
Kenya,2021,41
Sankti Lúsía,2021,0
Líbería,2021,2
Lesótó,2021,0
Líbía,2021,4
Marokkó,2021,93
Madagaskar,2021,0
Malí,2021,4
Máritanía,2021,1
Máritíus,2021,3
Malaví,2021,2
Mósambík,2021,5
Namibía,2021,9
Níger,2021,0
Nígería,2021,106
Rwanda,2021,2
Seychelles-eyjar,2021,0
Súdan,2021,8
Síerra Leóne,2021,5
Senegal,2021,12
Sómalía,2021,54
Suður-Súdan,2021,2
Chad,2021,2
Tógó,2021,2
Túnis,2021,25
Tansanía,2021,7
Úganda,2021,50
Suður-Afríka,2021,18
Zambia,2021,4
Saír,2021,0
Zimbabwe,2021,3
Afganistan,2021,110
Armenía,2021,2
Azerbaijan,2021,8
Bangladesh,2021,7
Kína,2021,264
Georgía,2021,38
Indónesía,2021,44
Ísrael,2021,6
Indland,2021,137
Írak,2021,197
Íran,2021,143
Jórdanía,2021,6
Japan,2021,57
Kyrgyzstan,2021,3
Kambódía,2021,0
"Kórea, Norður-",2021,0
"Kórea, Suður-",2021,18
Kasakstan,2021,9
Laos,2021,0
Líbanon,2021,7
Srí Lanka,2021,39
Myanmar,2021,3
Mongólía,2021,9
Maldívur,2021,1
Malasía,2021,20
Nepal,2021,25
Óman,2021,0
Filippseyjar,2021,824
Pakistan,2021,61
Palestína,2021,70
Sádi-Arabía,2021,0
Singapore,2021,10
Sýrland,2021,165
Thailand,2021,454
Tadsíkistan,2021,3
Tímor-Leste,2021,0
Túrkmenistan,2021,0
Tyrkland,2021,46
Taiwan,2021,0
Úsbekistan,2021,1
Víetnam,2021,335
Jemen,2021,6
Ástralía,2021,48
Fiji,2021,1
Naúrú,2021,0
Nýja-Sjáland,2021,15
Papúa Nýja-Gínea,2021,0
Salómonseyjar,2021,0
Tonga,2021,0
Vanúatú,2021,0
"Útlönd, ótilgreint land",2021,0
Ríkisfangslaus,2021,32
Ísland,2022,158470
Danmörk,2022,586
Finnland,2022,109
Noregur,2022,198
Svíþjóð,2022,296
Austurríki,2022,105
Belgía,2022,74
Búlgaría,2022,348
Kýpur,2022,8
Tékkland,2022,607
Þýskaland,2022,979
Eistland,2022,127
Spánn,2022,983
Frakkland,2022,549
Bretland,2022,801
Grikkland,2022,291
Ungverjaland,2022,456
Írland,2022,116
Ítalía,2022,583
Litháen (Lietuva),2022,3259
Lúxemborg,2022,6
Lettland,2022,1539
Malta,2022,17
Holland (Niðurland),2022,224
Pólland,2022,14621
Portúgal,2022,1002
Rúmenía,2022,1847
Slóvenía,2022,72
Slóvakía,2022,386
Andorra,2022,0
Albanía,2022,158
Bosnia og Herzegovina,2022,92
Hvíta-Rússland,2022,24
Sviss,2022,77
Serbía og Svartfjallaland,2022,0
Króatía,2022,677
Liechtenstein,2022,1
Moldóva,2022,15
Montenegró (Svartfjallaland),2022,10
Norður Makedónía,2022,34
Serbía,2022,128
Rússland,2022,185
San Marínó,2022,1
Fyrrum Sovétríki,2022,0
Úkraína,2022,166
Kósovó,2022,51
Evrópa ótilgreint,2022,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2022,4
Júgóslavía (Serbía og Svartfjallaland),2022,0
Kanada,2022,136
Bandaríkin,2022,786
Antigua og Barbuda,2022,0
Argentína,2022,27
Barbados,2022,1
Bólivía,2022,2
Brasilía,2022,110
Bahamaeyjar,2022,2
Belize,2022,0
Chile,2022,35
Colombia,2022,78
Costa Rica,2022,7
Kúba,2022,15
Dóminíka,2022,0
Dóminíska lýðveldið,2022,12
Ekvador,2022,12
Grenada,2022,0
Guatemala,2022,11
Guyana,2022,1
Hondúras,2022,25
Haítí,2022,4
Jamaíka,2022,4
Sankti Kitts og Nevis,2022,0
Mexíkó,2022,84
Nicaragua,2022,5
Panama,2022,1
Perú,2022,26
Puerto Rico,2022,0
Paraguay,2022,2
Súrinam,2022,0
El Salvador,2022,23
Trínidad og Tóbagó,2022,7
Uruguay,2022,5
Sankti Vinsent og Grenadínur,2022,0
Venesúela,2022,347
Angóla,2022,1
Búrkína Fasó,2022,2
Benín,2022,0
Botswana,2022,0
"Kongó, Lýðstjórnarlýðveldið",2022,3
"Kongó, Lýðveldið",2022,4
Côte d'Ivoire (Fílabeinsströndin),2022,4
Kamerún,2022,10
Cabo Verde (Grænhöfðaeyjar),2022,10
Djibútí,2022,3
Alsír,2022,23
Egyptaland,2022,26
Vestur-Sahara,2022,1
Eritrea,2022,1
Eþíópía,2022,35
Gabon,2022,1
Ghana,2022,95
Gambía,2022,9
Gínea,2022,11
Miðbaugs-Gínea,2022,1
Gínea-Bissaú,2022,0
Kenya,2022,50
Sankti Lúsía,2022,1
Líbería,2022,3
Lesótó,2022,0
Líbía,2022,6
Marokkó,2022,97
Madagaskar,2022,0
Malí,2022,3
Máritanía,2022,2
Máritíus,2022,3
Malaví,2022,8
Mósambík,2022,6
Namibía,2022,12
Níger,2022,0
Nígería,2022,128
Rwanda,2022,2
Seychelles-eyjar,2022,1
Súdan,2022,7
Síerra Leóne,2022,9
Senegal,2022,16
Sómalía,2022,76
Suður-Súdan,2022,3
Chad,2022,4
Tógó,2022,2
Túnis,2022,27
Tansanía,2022,12
Úganda,2022,51
Suður-Afríka,2022,22
Zambia,2022,3
Saír,2022,0
Zimbabwe,2022,3
Afganistan,2022,141
Armenía,2022,2
Azerbaijan,2022,7
Bangladesh,2022,12
Kína,2022,281
Georgía,2022,46
Indónesía,2022,50
Ísrael,2022,6
Indland,2022,215
Írak,2022,213
Íran,2022,152
Jórdanía,2022,8
Japan,2022,61
Kyrgyzstan,2022,3
Kambódía,2022,0
"Kórea, Norður-",2022,0
"Kórea, Suður-",2022,22
Kasakstan,2022,9
Laos,2022,1
Líbanon,2022,6
Srí Lanka,2022,40
Myanmar,2022,3
Mongólía,2022,9
Maldívur,2022,1
Malasía,2022,23
Nepal,2022,26
Óman,2022,0
Filippseyjar,2022,862
Pakistan,2022,74
Palestína,2022,110
Sádi-Arabía,2022,0
Singapore,2022,12
Sýrland,2022,198
Thailand,2022,443
Tadsíkistan,2022,3
Tímor-Leste,2022,0
Túrkmenistan,2022,0
Tyrkland,2022,43
Taiwan,2022,0
Úsbekistan,2022,1
Víetnam,2022,341
Jemen,2022,11
Ástralía,2022,58
Fiji,2022,1
Naúrú,2022,0
Nýja-Sjáland,2022,16
Papúa Nýja-Gínea,2022,3
Salómonseyjar,2022,0
Tonga,2022,0
Vanúatú,2022,0
"Útlönd, ótilgreint land",2022,0
Ríkisfangslaus,2022,28
Ísland,2023,158234
Danmörk,2023,589
Finnland,2023,110
Noregur,2023,190
Svíþjóð,2023,291
Austurríki,2023,94
Belgía,2023,77
Búlgaría,2023,370
Kýpur,2023,14
Tékkland,2023,712
Þýskaland,2023,1057
Eistland,2023,142
Spánn,2023,1181
Frakkland,2023,588
Bretland,2023,798
Grikkland,2023,424
Ungverjaland,2023,582
Írland,2023,139
Ítalía,2023,705
Litháen (Lietuva),2023,3524
Lúxemborg,2023,9
Lettland,2023,1726
Malta,2023,15
Holland (Niðurland),2023,243
Pólland,2023,16406
Portúgal,2023,1186
Rúmenía,2023,2495
Slóvenía,2023,69
Slóvakía,2023,452
Andorra,2023,0
Albanía,2023,189
Bosnia og Herzegovina,2023,71
Hvíta-Rússland,2023,28
Sviss,2023,83
Serbía og Svartfjallaland,2023,0
Króatía,2023,747
Liechtenstein,2023,2
Moldóva,2023,22
Montenegró (Svartfjallaland),2023,14
Norður Makedónía,2023,34
Serbía,2023,127
Rússland,2023,210
San Marínó,2023,1
Fyrrum Sovétríki,2023,0
Úkraína,2023,1585
Kósovó,2023,53
Evrópa ótilgreint,2023,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2023,4
Júgóslavía (Serbía og Svartfjallaland),2023,0
Kanada,2023,138
Bandaríkin,2023,810
Antigua og Barbuda,2023,0
Argentína,2023,26
Barbados,2023,1
Bólivía,2023,3
Brasilía,2023,124
Bahamaeyjar,2023,2
Belize,2023,1
Chile,2023,37
Colombia,2023,82
Costa Rica,2023,7
Kúba,2023,18
Dóminíka,2023,1
Dóminíska lýðveldið,2023,14
Ekvador,2023,10
Grenada,2023,0
Guatemala,2023,7
Guyana,2023,1
Hondúras,2023,36
Haítí,2023,4
Jamaíka,2023,5
Sankti Kitts og Nevis,2023,0
Mexíkó,2023,86
Nicaragua,2023,5
Panama,2023,2
Perú,2023,31
Puerto Rico,2023,0
Paraguay,2023,2
Súrinam,2023,0
El Salvador,2023,22
Trínidad og Tóbagó,2023,7
Uruguay,2023,4
Sankti Vinsent og Grenadínur,2023,0
Venesúela,2023,848
Angóla,2023,1
Búrkína Fasó,2023,2
Benín,2023,0
Botswana,2023,0
"Kongó, Lýðstjórnarlýðveldið",2023,6
"Kongó, Lýðveldið",2023,3
Côte d'Ivoire (Fílabeinsströndin),2023,3
Kamerún,2023,11
Cabo Verde (Grænhöfðaeyjar),2023,8
Djibútí,2023,2
Alsír,2023,26
Egyptaland,2023,32
Vestur-Sahara,2023,0
Eritrea,2023,1
Eþíópía,2023,38
Gabon,2023,1
Ghana,2023,106
Gambía,2023,11
Gínea,2023,11
Miðbaugs-Gínea,2023,1
Gínea-Bissaú,2023,0
Kenya,2023,50
Sankti Lúsía,2023,2
Líbería,2023,3
Lesótó,2023,0
Líbía,2023,7
Marokkó,2023,94
Madagaskar,2023,0
Malí,2023,4
Máritanía,2023,1
Máritíus,2023,4
Malaví,2023,3
Mósambík,2023,6
Namibía,2023,15
Níger,2023,0
Nígería,2023,137
Rwanda,2023,1
Seychelles-eyjar,2023,0
Súdan,2023,7
Síerra Leóne,2023,9
Senegal,2023,14
Sómalía,2023,108
Suður-Súdan,2023,3
Chad,2023,4
Tógó,2023,2
Túnis,2023,25
Tansanía,2023,10
Úganda,2023,49
Suður-Afríka,2023,27
Zambia,2023,3
Saír,2023,0
Zimbabwe,2023,4
Afganistan,2023,193
Armenía,2023,3
Azerbaijan,2023,7
Bangladesh,2023,16
Kína,2023,300
Georgía,2023,61
Indónesía,2023,45
Ísrael,2023,11
Indland,2023,311
Írak,2023,233
Íran,2023,175
Jórdanía,2023,8
Japan,2023,71
Kyrgyzstan,2023,4
Kambódía,2023,0
"Kórea, Norður-",2023,0
"Kórea, Suður-",2023,19
Kasakstan,2023,11
Laos,2023,1
Líbanon,2023,7
Srí Lanka,2023,44
Myanmar,2023,2
Mongólía,2023,9
Maldívur,2023,1
Malasía,2023,29
Nepal,2023,33
Óman,2023,0
Filippseyjar,2023,939
Pakistan,2023,74
Palestína,2023,211
Sádi-Arabía,2023,1
Singapore,2023,12
Sýrland,2023,256
Thailand,2023,437
Tadsíkistan,2023,3
Tímor-Leste,2023,0
Túrkmenistan,2023,0
Tyrkland,2023,52
Taiwan,2023,0
Úsbekistan,2023,2
Víetnam,2023,410
Jemen,2023,19
Ástralía,2023,62
Fiji,2023,1
Naúrú,2023,0
Nýja-Sjáland,2023,15
Papúa Nýja-Gínea,2023,1
Salómonseyjar,2023,0
Tonga,2023,0
Vanúatú,2023,2
"Útlönd, ótilgreint land",2023,0
Ríkisfangslaus,2023,29
Ísland,2024,158260
Danmörk,2024,592
Finnland,2024,117
Noregur,2024,193
Svíþjóð,2024,319
Austurríki,2024,101
Belgía,2024,77
Búlgaría,2024,365
Kýpur,2024,14
Tékkland,2024,818
Þýskaland,2024,1121
Eistland,2024,190
Spánn,2024,1297
Frakkland,2024,615
Bretland,2024,758
Grikkland,2024,569
Ungverjaland,2024,663
Írland,2024,149
Ítalía,2024,782
Litháen (Lietuva),2024,3707
Lúxemborg,2024,10
Lettland,2024,1869
Malta,2024,12
Holland (Niðurland),2024,255
Pólland,2024,17872
Portúgal,2024,1344
Rúmenía,2024,2929
Slóvenía,2024,75
Slóvakía,2024,489
Andorra,2024,0
Albanía,2024,216
Bosnia og Herzegovina,2024,70
Hvíta-Rússland,2024,34
Sviss,2024,83
Serbía og Svartfjallaland,2024,0
Króatía,2024,818
Liechtenstein,2024,1
Moldóva,2024,36
Montenegró (Svartfjallaland),2024,12
Norður Makedónía,2024,40
Serbía,2024,181
Rússland,2024,214
San Marínó,2024,1
Fyrrum Sovétríki,2024,0
Úkraína,2024,2378
Kósovó,2024,58
Evrópa ótilgreint,2024,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2024,5
Júgóslavía (Serbía og Svartfjallaland),2024,0
Kanada,2024,157
Bandaríkin,2024,855
Antigua og Barbuda,2024,0
Argentína,2024,30
Barbados,2024,1
Bólivía,2024,6
Brasilía,2024,143
Bahamaeyjar,2024,2
Belize,2024,0
Chile,2024,40
Colombia,2024,102
Costa Rica,2024,9
Kúba,2024,21
Dóminíka,2024,1
Dóminíska lýðveldið,2024,14
Ekvador,2024,15
Grenada,2024,0
Guatemala,2024,7
Guyana,2024,1
Hondúras,2024,40
Haítí,2024,5
Jamaíka,2024,6
Sankti Kitts og Nevis,2024,1
Mexíkó,2024,103
Nicaragua,2024,9
Panama,2024,4
Perú,2024,36
Puerto Rico,2024,0
Paraguay,2024,2
Súrinam,2024,0
El Salvador,2024,23
Trínidad og Tóbagó,2024,8
Uruguay,2024,5
Sankti Vinsent og Grenadínur,2024,0
Venesúela,2024,931
Angóla,2024,1
Búrkína Fasó,2024,2
Benín,2024,0
Botswana,2024,0
"Kongó, Lýðstjórnarlýðveldið",2024,6
"Kongó, Lýðveldið",2024,5
Côte d'Ivoire (Fílabeinsströndin),2024,5
Kamerún,2024,16
Cabo Verde (Grænhöfðaeyjar),2024,9
Djibútí,2024,2
Alsír,2024,24
Egyptaland,2024,35
Vestur-Sahara,2024,0
Eritrea,2024,1
Eþíópía,2024,46
Gabon,2024,1
Ghana,2024,157
Gambía,2024,13
Gínea,2024,12
Miðbaugs-Gínea,2024,1
Gínea-Bissaú,2024,0
Kenya,2024,60
Sankti Lúsía,2024,2
Líbería,2024,1
Lesótó,2024,1
Líbía,2024,9
Marokkó,2024,108
Madagaskar,2024,0
Malí,2024,4
Máritanía,2024,1
Máritíus,2024,4
Malaví,2024,6
Mósambík,2024,7
Namibía,2024,12
Níger,2024,0
Nígería,2024,173
Rwanda,2024,2
Seychelles-eyjar,2024,0
Súdan,2024,7
Síerra Leóne,2024,9
Senegal,2024,15
Sómalía,2024,137
Suður-Súdan,2024,4
Chad,2024,3
Tógó,2024,2
Túnis,2024,27
Tansanía,2024,14
Úganda,2024,59
Suður-Afríka,2024,30
Zambia,2024,2
Saír,2024,0
Zimbabwe,2024,7
Afganistan,2024,233
Armenía,2024,3
Azerbaijan,2024,8
Bangladesh,2024,20
Kína,2024,314
Georgía,2024,78
Indónesía,2024,57
Ísrael,2024,12
Indland,2024,366
Írak,2024,243
Íran,2024,190
Jórdanía,2024,10
Japan,2024,85
Kyrgyzstan,2024,5
Kambódía,2024,1
"Kórea, Norður-",2024,0
"Kórea, Suður-",2024,17
Kasakstan,2024,15
Laos,2024,1
Líbanon,2024,8
Srí Lanka,2024,46
Myanmar,2024,2
Mongólía,2024,10
Maldívur,2024,1
Malasía,2024,32
Nepal,2024,36
Óman,2024,0
Filippseyjar,2024,1078
Pakistan,2024,115
Palestína,2024,345
Sádi-Arabía,2024,1
Singapore,2024,6
Sýrland,2024,334
Thailand,2024,426
Tadsíkistan,2024,5
Tímor-Leste,2024,0
Túrkmenistan,2024,1
Tyrkland,2024,74
Taiwan,2024,0
Úsbekistan,2024,1
Víetnam,2024,629
Jemen,2024,25
Ástralía,2024,60
Fiji,2024,2
Naúrú,2024,0
Nýja-Sjáland,2024,17
Papúa Nýja-Gínea,2024,3
Salómonseyjar,2024,2
Tonga,2024,0
Vanúatú,2024,2
"Útlönd, ótilgreint land",2024,0
Ríkisfangslaus,2024,26
